,Age,Industry,Job title,Annual Salary(USDA),Working In,City,Years of Experience,Present Field Experience,Education,Gender,Race
5672,55-64,Education (Higher Education),IT Systems Administrator,108000,United states,Boston,41 years or more,41 years or more,College degree,Woman,White
5673,35-44,Computing or Tech,Senior Customer Success Consultant,65000,United states,Denver,11 - 20 years,5-7 years,College degree,Woman,White
5674,25-34,Law,Lawyer,188045,United kingdom,London,5-7 years,5-7 years,Master's degree,Woman,White
5675,35-44,Nonprofits,Director of Quaker Leadership,81700,United states,"Washington, DC",11 - 20 years,11 - 20 years,Master's degree,Woman,White
5676,65 or over,Education (Higher Education),Professor,173000,United states,Auburn,31 - 40 years,31 - 40 years,PhD,Woman,White
5677,45-54,Government and Public Administration,Human Resources Manager,120000,United states,Beaverton,31 - 40 years,31 - 40 years,College degree,Woman,White
5678,35-44,"Science (Research, Biology)",Postdoctoral Fellow,55000,United states,Oklahoma City,11 - 20 years,8 - 10 years,PhD,Woman,White
5679,35-44,Education (Higher Education),Director of Online Learning,115000,United states,NYC,11 - 20 years,11 - 20 years,Master's degree,Woman,White
5680,25-34,Computing or Tech,Principal Software Engineer,160000,United states,Burlington,8 - 10 years,8 - 10 years,Master's degree,Woman,White
5681,25-34,Nonprofits,Program Administrator,42000,United states,Boston,5-7 years,2 - 4 years,College degree,Woman,White
5682,25-34,Government and Public Administration,Research Specialist ,48000,United states,Austin,5-7 years,2 - 4 years,Master's degree,Woman,White
5683,35-44,Education (Higher Education),Academic Administrator,54000,United states,Boston,11 - 20 years,11 - 20 years,College degree,Woman,White
5684,25-34,Government and Public Administration,Business Manager,41000,United states,St. Louis,5-7 years,2 - 4 years,Master's degree,Woman,White
5685,35-44,Computing or Tech,PHP Developer,81345,Germany,Düsseldorf,11 - 20 years,11 - 20 years,College degree,Woman,White
5686,35-44,Property or Construction,CFO,30000,United states,Warrenton,21 - 30 years,11 - 20 years,College degree,Woman,White
5687,25-34,Health care,Director of Operations,135000,United states,Charlotte,8 - 10 years,5-7 years,Master's degree,Woman,White
5688,25-34,Computing or Tech,User Experience Designer,85000,United states,Ann Arbor,5-7 years,5-7 years,Master's degree,Non-binary,White
5689,35-44,Nonprofits,Trusts and Grants Manager ,52600,United kingdom,London,11 - 20 years,8 - 10 years,Master's degree,Woman,White
5690,35-44,Nonprofits,Director of Education,36000,United states,Atlanta,11 - 20 years,8 - 10 years,College degree,Woman,White
5691,25-34,"Marketing, Advertising & PR",Associate Program Manager,45000,United states,Montvale,2 - 4 years,2 - 4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
5692,35-44,Health care,Occupational therapist ,66650,United states,Liberty,8 - 10 years,5-7 years,Master's degree,Woman,White
5693,45-54,Engineering or Manufacturing,Customer Service Manager,68900,United states,Spokane,21 - 30 years,11 - 20 years,Some college,Woman,White
5694,35-44,Nonprofits,Supervising Attorney ,66100,United states,Rochester,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White
5695,35-44,Education (Primary/Secondary),Intervention Specialist ,67000,United states,Cincinnati ,11 - 20 years,8 - 10 years,Master's degree,Woman,White
5696,35-44,Education (Higher Education),Associate Professor,72000,United states,Columbia,8 - 10 years,5-7 years,PhD,Woman,White
5697,25-34,Engineering or Manufacturing,Transportation Engineer,79500,United states,Hanover,5-7 years,2 - 4 years,Master's degree,Woman,White
5698,35-44,Government and Public Administration,Project Manager,67050,United kingdom,Sudbury,11 - 20 years,5-7 years,Master's degree,Woman,White
5699,35-44,Law,Attorney,133000,United states,Alexandria,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
5700,25-34,Education (Higher Education),Director of Alumni Relations,100000,United states,NYC,8 - 10 years,5-7 years,College degree,Woman,White
5701,25-34,Insurance,Commercial account manager ,29949,United kingdom,Kenora,5-7 years,1 year or less,Some college,Woman,White
5702,35-44,Nonprofits,Senior Evaluation Manager,78000,United states,Brooklyn,11 - 20 years,8 - 10 years,College degree,Man,White
5703,25-34,Computing or Tech,Full Stack Engineer,80000,United states,Boston,5-7 years,5-7 years,College degree,Man,White
5704,45-54,Health care,Mental Health Therapist ,70000,United states,Manchester ,11 - 20 years,11 - 20 years,Master's degree,Woman,White
5705,25-34,Retail,Retail Associate,20488,United states,Houston,2 - 4 years,2 - 4 years,High School,Non-binary,White
5706,25-34,Government and Public Administration,Senior policy advisor,74500,United kingdom,Ottawa,5-7 years,5-7 years,Master's degree,Woman,White
5707,25-34,Media & Digital,senior data scientist,137000,United states,Chicago,2 - 4 years,2 - 4 years,PhD,Woman,White
5708,35-44,Library,Library Director,46280,United states,Isabella,8 - 10 years,8 - 10 years,College degree,Woman,White
5709,25-34,Education (Higher Education),Program Coordinator,40000,United states,Winston Salem,5-7 years,2 - 4 years,College degree,Woman,White
5710,25-34,Engineering or Manufacturing,Systems Engineer,80000,United states,Alexandria,2 - 4 years,2 - 4 years,College degree,Woman,White
5711,45-54,Health care,Registered Nurse,100000,United states,Festus ,11 - 20 years,8 - 10 years,Master's degree,Woman,White
5712,35-44,Law,Associate In-House Counsel,115000,United states,Albany,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White
5713,45-54,Law,Senior Corporate Counsel,160000,United states,Seattle,21 - 30 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
5714,35-44,"Accounting, Banking & Finance",Product Design,140500,United states,Princeton,21 - 30 years,11 - 20 years,College degree,Woman,White
5715,35-44,Education (Higher Education),Communications Specialist,93000,United states,Washington,11 - 20 years,5-7 years,Master's degree,Woman,White
5716,25-34,Hospitality & Events,Account Manager,43210,United kingdom,Vancouver,11 - 20 years,8 - 10 years,Some college,Woman,White
5717,25-34,Social Work,School social worker,52400,United states,Appleton ,8 - 10 years,5-7 years,Master's degree,Woman,White
5718,25-34,Nonprofits,Quality of Life Senior Supervisr,56467,United kingdom,Saskatoon,5-7 years,5-7 years,College degree,Woman,White
5719,25-34,Education (Higher Education),"Associate Director, EEO",90000,United states,"NYC, NY",11 - 20 years,5-7 years,Master's degree,Woman,Black or African American
5720,25-34,Social Work,Behavioral Care Therapist,37500,United states,Green Bay ,1 year or less,2 - 4 years,Master's degree,Woman,White
5721,18-24,Engineering or Manufacturing,Energy Rater,54000,United states,Collingswood,2 - 4 years,2 - 4 years,College degree,Woman,White
5722,45-54,Transport or Logistics,Geo Services Employment,54000,United states,Refuse to Answer ,2 - 4 years,2 - 4 years,College degree,Woman,Black or African American
5723,25-34,Nonprofits,HR manager,86000,United states,DC,8 - 10 years,5-7 years,College degree,Woman,White
5724,45-54,Computing or Tech,Product management - architect,152900,United states,Orlando,11 - 20 years,5-7 years,Some college,Woman,White
5725,25-34,Education (Higher Education),Trainer/Curriculum Developer,79000,United states,New York,11 - 20 years,5-7 years,Master's degree,Man,Black or African American
5726,35-44,Education (Primary/Secondary),Teacher,53000,United states,Oklahoma City,11 - 20 years,11 - 20 years,College degree,Woman,White
5727,25-34,Government and Public Administration,Social Media Specialist,105000,United states,San Francisco,5-7 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, Native American or Alaska Native"
5728,25-34,Insurance,Appeal adjudicator,45760,United states,Seattle,11 - 20 years,5-7 years,College degree,Woman,"White, Another option not listed here or prefer not to answer"
5729,25-34,Education (Higher Education),Librarian,86000,United states,Ann Arbor,8 - 10 years,8 - 10 years,Master's degree,Woman,White
5730,55-64,Computing or Tech,Expert Technical Writer,95000,United states,Scottsdale,41 years or more,11 - 20 years,Master's degree,Woman,White
5731,25-34,Education (Higher Education),Coordinator of Instructional Technology,30500,United states,Cleveland,8 - 10 years,5-7 years,College degree,Woman,White
5732,25-34,Transport or Logistics,Order Analyst,52000,United states,Bentonville,5-7 years,2 - 4 years,College degree,Woman,White
5733,25-34,Computing or Tech,Senior Customer Success Manager,117500,United states,San Diego,8 - 10 years,8 - 10 years,College degree,Woman,Asian or Asian American
5734,55-64,Government and Public Administration,Library Program Coordinator,51000,United states,Tallahassee,21 - 30 years,21 - 30 years,Master's degree,Woman,White
5735,35-44,Nonprofits,Senior Officer,128000,United states,Washington,11 - 20 years,11 - 20 years,Master's degree,Woman,White
5736,35-44,Art & Design,Animator,65000,United states,Detroit,5-7 years,5-7 years,Master's degree,Woman,White
5737,35-44,Sales,Account Manager,132000,United states,Sacramento,11 - 20 years,11 - 20 years,College degree,Woman,White
5738,25-34,Government and Public Administration,Education Coordinator,37995,United kingdom,Edmonton,8 - 10 years,8 - 10 years,College degree,Woman,White
5739,35-44,Education (Higher Education),Associate Safety Officer,111000,United states,St Louis,11 - 20 years,8 - 10 years,PhD,Woman,White
5740,25-34,Health care,Sterile Compounding Technician,41500,United states,Omaha,5-7 years,2 - 4 years,College degree,Woman,White
5741,35-44,Utilities & Telecommunications,GIS Analyst,78970,United kingdom,Calgary,8 - 10 years,8 - 10 years,Master's degree,Woman,White
5742,35-44,"Marketing, Advertising & PR",Copywriter,30000,United states,Harrisburg,2 - 4 years,2 - 4 years,Master's degree,Woman,White
5743,35-44,Health care,Physician/hospitalist,171350,United states,Orlando,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White
5744,25-34,Health care,Medical Physicist,155000,United states,Baltimore,8 - 10 years,2 - 4 years,Master's degree,Woman,White
5745,35-44,Computing or Tech,Proposal Manager,85000,United states,Denver,11 - 20 years,11 - 20 years,College degree,Woman,White
5746,35-44,Nonprofits,Annual Fund and Database Manager,52500,United states,Chicago,11 - 20 years,8 - 10 years,Master's degree,Woman,White
5747,35-44,Entertainment,Producer ,140000,United states,Seattle,11 - 20 years,5-7 years,Some college,Woman,White
5748,25-34,Computing or Tech,Account Supervisor,94000,United states,Portland,2 - 4 years,2 - 4 years,College degree,Woman,White
5749,35-44,Recruitment or HR,HR Manager,63000,United states,Elizabeth,11 - 20 years,8 - 10 years,College degree,Woman,White
5750,25-34,Nonprofits,Archivist,54000,United states,Boston,5-7 years,2 - 4 years,College degree,Woman,"Asian or Asian American, White"
5751,25-34,Research science,Ecologist,44700,United kingdom,Vancouver,5-7 years,5-7 years,Master's degree,Man,White
5752,35-44,Insurance,Underwriting manager,81681,Netherlands,Amsterdam,11 - 20 years,2 - 4 years,Master's degree,Woman,White
5753,25-34,Education (Higher Education),Regulatory Compliance Specialist,42000,United states,New Orleans,1 year or less,1 year or less,PhD,Woman,White
5754,35-44,Engineering or Manufacturing,Design engineer,105000,United states,Milwaukee,8 - 10 years,8 - 10 years,Master's degree,Woman,White
5755,25-34,Nonprofits,Program Specialist,58000,United states,"Washington, DC",2 - 4 years,2 - 4 years,Master's degree,Woman,White
5756,55-64,Government and Public Administration,Business Services Supervisor,61090,United kingdom,Rural Ontario,31 - 40 years,11 - 20 years,College degree,Woman,White
5757,35-44,Health care,"Director, Operations",109500,United states,Philadelphia,11 - 20 years,11 - 20 years,Master's degree,Woman,Black or African American
5758,35-44,Environmental Science,Biologist,61835,United kingdom,Small town,8 - 10 years,8 - 10 years,Master's degree,Woman,"Native American or Alaska Native, White"
5759,25-34,Engineering or Manufacturing,Software Engineer for Safety Critical & Fault Tolerant Systems,96000,United states,Cambridge,5-7 years,5-7 years,College degree,Woman,White
5760,35-44,Education (Primary/Secondary),Speech Language Pathologist,64000,United states,Na,11 - 20 years,2 - 4 years,Master's degree,Woman,White
5761,25-34,Engineering or Manufacturing,Process Engineer,86000,United states,Boulder,5-7 years,5-7 years,College degree,Woman,White
5762,25-34,"Marketing, Advertising & PR",PR Specialist,45400,United states,Elkhart,2 - 4 years,2 - 4 years,College degree,Woman,White
5763,45-54,Government and Public Administration,Executive Assistant to elected officials,48000,United states,CFL,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White
5764,25-34,Nonprofits,Digital & Design Manager,60000,United states,Washington,8 - 10 years,5-7 years,College degree,Woman,"Black or African American, Middle Eastern or Northern African, White"
5765,35-44,Government and Public Administration,Program Director,90000,United states,Denver ,11 - 20 years,11 - 20 years,Master's degree,Woman,White
5766,55-64,Computing or Tech,Senior Software Engineer,128000,United states,Orlando,31 - 40 years,21 - 30 years,College degree,Woman,White
5767,55-64,Education (Higher Education),Business Intelligence Analyst / Team Lead,120000,United states,Saint Paul,31 - 40 years,31 - 40 years,College degree,Man,White
5768,35-44,Health care,Scientist II,118000,United states,Cambridge ,8 - 10 years,5-7 years,PhD,Woman,White
5769,35-44,Nonprofits,Deputy Executive Director,60000,United states,Pittsburgh,11 - 20 years,8 - 10 years,Master's degree,Woman,White
5770,25-34,Market Research,Market Research Analyst,42000,United states,Las Vegas,2 - 4 years,2 - 4 years,College degree,Woman,White
5771,35-44,"Accounting, Banking & Finance",Instructional Technologist,80000,United states,St. Louis,11 - 20 years,5-7 years,Master's degree,Woman,White
